iter	RMSE
607	0.6977828021
608	0.6977684634
609	0.6977617971
610	0.6976777071
611	0.6976318446
612	0.6975789877
613	0.6975556928
614	0.6974994999
615	0.6974257609
616	0.6973332973
617	0.6972959904
618	0.6972888563
619	0.6972798304
620	0.6972759788
621	0.6972176194
622	0.697189074
623	0.6971510382
624	0.6971109125
625	0.6970822605
626	0.6970134655
627	0.6969855627
628	0.6969687802
629	0.6969132007
630	0.6968647845
631	0.6968105414
632	0.696753906
633	0.6966455128
634	0.696570579
635	0.6965118675
636	0.6964227961
637	0.6964075218
638	0.6963920687
639	0.6963609103
640	0.696316693
641	0.6962459321
642	0.6962287527
643	0.6961848149
644	0.6961073816
645	0.6960884464
646	0.6960376987
647	0.696014849
648	0.695992408
649	0.6959900099
650	0.6959509767
651	0.6958772954
652	0.695829052
653	0.695754497
654	0.6956263471
655	0.6955845632
656	0.6955369167
657	0.6954688884
658	0.6954097127
659	0.6953943418
660	0.6953920586
661	0.6953893368
662	0.6953676929
663	0.6953387851
664	0.6953010368
665	0.6952993884
666	0.6952805691
667	0.6952510895
668	0.695231004
669	0.6951989405
670	0.6951381066
671	0.695092154
672	0.6950627623
673	0.6950409659
674	0.694991051
675	0.6949440627
676	0.6949431258
677	0.6949219337
678	0.6948820127
679	0.6948395684
680	0.6948351701
681	0.6947881936
682	0.6947458721
683	0.6947341174
684	0.6946668304
685	0.6946283336
686	0.6945744275
687	0.6945540287
688	0.6945234039
689	0.6944825826
690	0.6944728171
691	0.6944702856
692	0.6944101936
693	0.6943668522
694	0.6943473809
695	0.6942911365
696	0.6942608655
697	0.6942027618
698	0.6941198467
699	0.6941166359
700	0.6940527362
701	0.6939933732
702	0.6939387816
703	0.6939080254
704	0.6939056867
705	0.6939005836
706	0.6938436751
707	0.6938410511
708	0.6938372813
709	0.6937939389
710	0.6937925929
711	0.6937380064
712	0.6937017622
713	0.6936437488
714	0.6936421534
715	0.6936353541
716	0.693617606
717	0.6935929494
718	0.693513082
719	0.6935005286
720	0.6934930564
721	0.6934911793
722	0.6934569644
723	0.6934034253
724	0.6934013978
725	0.6933701489
726	0.6933598579
727	0.6933572502
728	0.6933188022
729	0.6932818091
730	0.6932046397
731	0.6931535711
732	0.6931509402
733	0.6931178031
734	0.6930920709
735	0.6930731691
736	0.6930427906
737	0.6929958096
738	0.6929616705
739	0.6929487994
740	0.6929470645
741	0.6928956126
742	0.6928717935
743	0.6928515518
744	0.692834806
745	0.6927779615
746	0.6927294928
747	0.6927054955
748	0.6926993407
749	0.6926845306
750	0.6926490641
751	0.6926330632
752	0.6926044918
753	0.6925531648
754	0.6925364929
755	0.6924867551
756	0.692421374
757	0.6923907521
758	0.69233372
759	0.6922993389
760	0.6922451242
761	0.6922293563
762	0.6922229363
763	0.6922009715
764	0.6921599075
765	0.6921568658
766	0.6921297045
767	0.6920972562
768	0.6920750233
769	0.6920464694
770	0.6920004896
771	0.6919600672
772	0.6919359731
773	0.6918654476
774	0.6918570443
775	0.6918551358
776	0.6918351699
777	0.6918330765
778	0.6918067286
779	0.6917946061
780	0.6917205043
781	0.6916989341
782	0.6916446006
783	0.6915918247
784	0.6915544685
785	0.691530678
786	0.6915086832
787	0.6914998963
788	0.6914568585
789	0.6914188158
790	0.6914018052
791	0.6913939277
792	0.6913905205
793	0.6913646114
794	0.6913308554
795	0.6913238712
796	0.6912917231
797	0.6912407473
798	0.6912099851
799	0.6911809068
800	0.6911557991
801	0.6911522837
802	0.6910941766
803	0.6910511455
804	0.6910198841
805	0.6910168983
806	0.6909619125
807	0.6909421575
808	0.6909145185
809	0.6909045223
810	0.6908924417
811	0.6908710321
812	0.6908215627
813	0.6907964088
814	0.6907525072
815	0.6907296251
816	0.6907138251
817	0.6907092317
818	0.6906877155
819	0.6906264661
820	0.6905990216
821	0.6905791914
822	0.6905778785
823	0.6905767727
824	0.6905564618
825	0.6905079666
826	0.6905060725
827	0.690494199
828	0.6904685911
829	0.6904522122
830	0.6904507165
831	0.6903808305
832	0.6903794411
833	0.6903777834
834	0.6903337057
835	0.6903053565
836	0.6902549955
837	0.6902384948
838	0.6902376059
839	0.6902203067
840	0.6902003384
841	0.6901811245
842	0.6901794013
843	0.6901649261
844	0.6901619509
845	0.6900907752
846	0.6900837075
847	0.6900675041
848	0.690051279
849	0.690014452
850	0.6899952809
851	0.6899762337
852	0.6899356507
853	0.6899187523
854	0.6899024806
855	0.6898772144
856	0.6898699678
857	0.6898447726
858	0.6897949427
859	0.6897611444
860	0.6896986331
861	0.6896972229
862	0.68968533
863	0.6896651929
864	0.6896408205
865	0.6896322378
866	0.6896086873
867	0.6895719087
868	0.6895489254
869	0.6895473659
870	0.6895062943
871	0.6893533618
872	0.6893258103
873	0.6893043197
874	0.6892979205
875	0.6892755603
876	0.689256783
877	0.6892398745
878	0.6892381947
879	0.6892203435
880	0.6891812352
881	0.6891798791
882	0.6891790073
883	0.6891322952
884	0.6891100737
885	0.689104408
886	0.6890853641
887	0.6890776917
888	0.6890166616
889	0.6889958606
890	0.6889846275
891	0.6889445915
892	0.688920439
893	0.6889020283
894	0.6888792117
895	0.6888493141
896	0.6888239989
897	0.6888119187
898	0.6888040632
899	0.6888026062
900	0.6887823766
901	0.6887516035
902	0.6887053951
903	0.6886571471
904	0.688607296
905	0.6885836303
906	0.6885685211
907	0.6885597769
908	0.6885132279
909	0.6884985452
910	0.6884648536
911	0.6884381101
912	0.6884213684
913	0.6884094232
914	0.6883851019
915	0.6883680032
916	0.6883051466
917	0.6882708191
918	0.6882470618
919	0.6882372738
920	0.6882030358
921	0.6881463845
922	0.6881071309
923	0.6880980815
924	0.6880848639
925	0.6880530768
926	0.688037883
927	0.6880145994
928	0.6879679139
929	0.6879666719
930	0.687932823
931	0.6879020599
932	0.6878718719
933	0.6877934804
934	0.6877698221
935	0.6877382603
936	0.6877158091
937	0.6876937146
938	0.6876922746
939	0.6876704214
940	0.6876135132
941	0.6875893719
942	0.6875647251
943	0.6875301054
944	0.6875030558
945	0.6874730531
946	0.6874488464
947	0.6874440115
948	0.6874418453
949	0.6873975893
950	0.6873635996
951	0.6873442335
952	0.6873013671
953	0.6872650693
954	0.6872494986
955	0.6872452074
956	0.6872164594
957	0.6872153792
958	0.6872141999
959	0.6872113229
960	0.6871951209
961	0.6871939607
962	0.6871931887
963	0.6871669618
964	0.6871169895
965	0.6870984756
966	0.6870737691
967	0.6870731546
968	0.6870080235
969	0.6870028836
970	0.6869748072
971	0.686959659
972	0.6869440318
973	0.6869296964
974	0.6869094866
975	0.6868919124
976	0.6868628553
977	0.6868594693
978	0.6868452566
979	0.686826669
980	0.6867746882
981	0.6867304013
982	0.6867102526
983	0.6866932436
984	0.686661845
985	0.6866501192
986	0.6866360128
987	0.6865995211
988	0.6865759485
989	0.6865512141
990	0.6865369015
991	0.6865161014
992	0.6864850049
993	0.6864815095
994	0.6864670413
995	0.6864538091
996	0.6864467898
997	0.6864098735
998	0.6863683228
999	0.6863519228
