Job_position,Company,Location,requirements,posting_frequency,min_sal,max_sal,avg_yearly_sal,monthly_sal,job_title,jr,na,senior,State,job_openings,job_descr_len,redux,net,js,server,css,sql,angular,java,stack,testing,javascript,python,c++,ai,rest,app,react,nodejs,php,ui,database,mvc,ux,unity,html,mobile,mysql,flutter,graphic,apis,cloud,debugging,food,architecture,b2b,healthcare,security,pwas,version,typescript,ios,game,mongo,oops,restful,financial,jquery,iot,bootstrap,freelance,word,aws,git,ruby
stack,Tech Robo Solutions,"Pune, Maharashtra",na,1.0,1200000.0,1200000.0,1200000.0,100000.0,na,0,1,0,Maharashtra,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Samaira HR Solutions,"Delhi, Delhi",na,1.0,3000000.0,3000000.0,3000000.0,250000.0,na,0,1,0,Delhi,2,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Helm Infosystem,"Mohali, Punjab",na,1.0,120000.0,240000.0,180000.0,15000.0,na,0,1,0,Punjab,1,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Varuna Integrated Logistics,"Gurgaon, Haryana",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Haryana,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
testing,Imperial IT Pvt Ltd,"Noida, Uttar Pradesh",na,1.0,300000.0,300000.0,300000.0,25000.0,na,0,1,0,Uttar Pradesh,1,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,KDataScience Solutions Private Limited,"Gurgaon, Haryana",ux ux,1.0,180000.0,240000.0,210000.0,17500.0,na,0,1,0,Haryana,1,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java,Actas Technologies PVT. Ltd,"Noida, Uttar Pradesh",na,1.0,300000.0,1000000.0,650000.0,54166.66666666666,na,0,1,0,Uttar Pradesh,2,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Acespritech Solutions Pvt. Ltd,"Gandhinagar, Gujarat",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Gujarat,2,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Ezeiatech Systems Pvt Ltd,"Gurgaon, Haryana",app mobile,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Haryana,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,AM Square Global Technologies Pvt LTD,"Gurgaon Road, Delhi",na,1.0,120000.0,300000.0,210000.0,17500.0,na,0,1,0,Delhi,1,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
net,Telerad Tech,"Bengaluru, Karnataka",na,1.0,0.0,0.0,0.0,0.0,jr,1,0,0,Karnataka,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
html,Sirez,"Naraina Vihar, Delhi",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Delhi,1,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Appsoleut Coders LLP,"Delhi, Delhi",unity game,1.0,3000000.0,3000000.0,3000000.0,250000.0,na,0,1,0,Delhi,1,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
na,industrial equipment suppliers,"Manesar, Haryana",na,1.0,300000.0,600000.0,450000.0,37500.0,na,0,1,0,Haryana,1,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Mamma Marketing,"Delhi, Delhi",app,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Delhi,1,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
net,Netbiz Infotech Pvt Ltd,"Delhi, Delhi",net sql,1.0,360000.0,360000.0,360000.0,30000.0,na,0,1,0,Delhi,2,134,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack javascript,WebManufact,"Bengaluru, Karnataka",mobile,1.0,500000.0,1000000.0,750000.0,62500.0,na,0,1,0,Karnataka,1,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game,Comely Enterprise Private Limited,"Delhi, Delhi",game,1.0,200000.0,400000.0,300000.0,25000.0,na,0,1,0,Delhi,2,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
na,eMDs,"Gautam Budh Nagar, Uttar Pradesh",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Uttar Pradesh,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Nest Software,Punjab,na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Punjab,1,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack,AutoFlipz,"Gurgaon, Haryana",iot,1.0,850000.0,1100000.0,975000.0,81250.0,na,0,1,0,Haryana,1,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
na,Knowledge Excel Services.,"Delhi, Delhi",php html css,1.0,0.0,0.0,0.0,0.0,jr,1,0,0,Delhi,1,147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Capgemini,"Bengaluru, Karnataka",linux unix shell,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Karnataka,4,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asp net,KALARI INFOTECH PVT LTD,"Noida, Uttar Pradesh",angular,1.0,295676.0,1241062.0,768369.0,64030.75,senior,0,0,1,Uttar Pradesh,1,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Cipher Research Private Limited,"Delhi, Delhi",na,1.0,1500000.0,1500000.0,1500000.0,125000.0,na,0,1,0,Delhi,1,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Mentor Graphics (India) Private Limited,"Noida, Uttar Pradesh",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Uttar Pradesh,2,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Underwriters Laboratories Inc.,"Bengaluru, Karnataka",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Karnataka,1,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Abyeti Technologies Pvt. Ltd,"Bengaluru, Karnataka",na,1.0,400000.0,600000.0,500000.0,41666.66666666666,na,0,1,0,Karnataka,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Mentor Graphics (India) Private Limited,"Noida, Uttar Pradesh",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Uttar Pradesh,2,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
python,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Karnataka,6,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c++,ABI Technologies,"Bengaluru, Karnataka",c++,1.0,180000.0,300000.0,240000.0,20000.0,na,0,1,0,Karnataka,1,154,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Zicfy dot com,"Nagar, Rajasthan",js,1.0,120000.0,120000.0,120000.0,10000.0,na,0,1,0,Rajasthan,1,154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Restolabs,"Noida, Uttar Pradesh",net,1.0,480000.0,720000.0,600000.0,50000.0,na,0,1,0,Uttar Pradesh,1,159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
net,AlpsLogic IT Solutions,"Gandhinagar, Gujarat",angular jquery api css bootstrap sql server,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Gujarat,1,149,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
na,MJOBS,"Trichur, Kerala",freelance app,1.0,240000.0,360000.0,300000.0,25000.0,na,0,1,0,Kerala,1,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
na,DIGITALAPSS INDIA,"Delhi, Delhi",na,1.0,480000.0,480000.0,480000.0,40000.0,senior,0,0,1,Delhi,1,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Vianet Media Pvt Ltd.,"Shahdara, Delhi, Delhi",na,1.0,300000.0,360000.0,330000.0,27500.0,na,0,1,0,Delhi,1,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,megna super It solutions private limited,"Madhapur, Hyderabad, Telangana",na,1.0,120000.0,180000.0,150000.0,12500.0,jr,1,0,0,Hyderabad,1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Muoro,"Gurgaon, Haryana",javascript html css bootstrap,1.0,600000.0,1080000.0,840000.0,70000.0,na,0,1,0,Haryana,1,156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
na,Promotional Club,"New Delhi, Delhi",na,1.0,240000.0,360000.0,300000.0,25000.0,na,0,1,0,Delhi,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game,Comely Enterprise Private Limited,"Delhi, Delhi",game,1.0,96000.0,96000.0,96000.0,8000.0,jr,1,0,0,Delhi,2,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
na,Rwebsys Technologies Pvt Ltd,"New Delhi, Delhi",na,1.0,600000.0,1200000.0,900000.0,75000.0,na,0,1,0,Delhi,1,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Sapna Manish Sharma (Proprietor Of JBM India),"Jaipur, Rajasthan",na,1.0,380000.0,380000.0,380000.0,31666.66666666667,na,0,1,0,Rajasthan,1,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
net reactjs,Teknorix Systems,"Verna, Goa",na,1.0,0.0,0.0,0.0,0.0,jr,1,0,0,Goa,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,YES IT Labs,"Noida, Uttar Pradesh",na,1.0,540000.0,540000.0,540000.0,45000.0,senior,0,0,1,Uttar Pradesh,1,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Ready Holo,"Delhi, Delhi",na,1.0,60000.0,240000.0,150000.0,12500.0,na,0,1,0,Delhi,1,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Symbion Solutions,India,na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,India,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Star Salons Pvt.Ltd.,"Delhi, Delhi",ux,1.0,420000.0,960000.0,690000.0,57500.0,na,0,1,0,Delhi,1,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,SKC Management Consultancy Private Limited,"Delhi, Delhi",na,1.0,540000.0,540000.0,540000.0,45000.0,na,0,1,0,Delhi,1,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
php,MoMagic Technologies Pvt. Ltd.,"Noida, Uttar Pradesh",php database,1.0,360000.0,360000.0,360000.0,30000.0,na,0,1,0,Uttar Pradesh,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
php,Human Forte,"Pune, Maharashtra",php,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Maharashtra,1,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,edsglobal,"New Delhi, Delhi",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Delhi,1,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,AOG-JC,"New Delhi, Delhi",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Delhi,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,SISA Information Security Pvt Ltd,"Bengaluru, Karnataka",security,1.0,150000.0,156000.0,153000.0,12750.0,jr,1,0,0,Karnataka,1,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Associate Software Engineer,"Delhi, Delhi",cloud,1.0,216000.0,300000.0,258000.0,21500.0,na,0,1,0,Delhi,1,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,SJ INNOVATION,Goa,na,1.0,0.0,0.0,0.0,0.0,jr,1,0,0,Goa,1,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Decorus Telecommunication,"New Delhi, Delhi",na,1.0,540000.0,540000.0,540000.0,45000.0,na,0,1,0,Delhi,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c++,WSD Consultant,"Noida, Uttar Pradesh",na,1.0,200000.0,750000.0,475000.0,39583.333333333336,na,0,1,0,Uttar Pradesh,3,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,DMCS INDIA PRIVATE LIMITED,"Noida, Uttar Pradesh",php,1.0,240000.0,480000.0,360000.0,30000.0,na,0,1,0,Uttar Pradesh,1,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Larsen & Toubro Infotech Limited,India,na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,India,6,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
python,Fujitsu,"Pune, Maharashtra",aws cloud,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Maharashtra,3,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
c c++,S-Logix (OPC) Private Limited,"Chennai, Tamil Nadu",na,1.0,177600.0,177600.0,177600.0,14800.0,na,0,1,0,Tamil Nadu,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Accure AI,"Bengaluru, Karnataka",rest,1.0,1000000.0,1000000.0,1000000.0,83333.33333333331,senior,0,0,1,Karnataka,1,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
analyst,IQVIA,"Bengaluru, Karnataka",mobile financial,1.0,0.0,0.0,0.0,0.0,jr,1,0,0,Karnataka,1,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
na,Radical Technologies,India,na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,India,3,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asp net,iT Gurus Software,"Pune, Maharashtra",sql,1.0,150000.0,500000.0,325000.0,27083.33333333333,na,0,1,0,Maharashtra,1,138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Larsen & Toubro Infotech Limited,India,na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,India,6,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,DHUNI STUDIOS LLP,"Pune, Maharashtra",testing,1.0,120000.0,300000.0,210000.0,17500.0,na,0,1,0,Maharashtra,1,157,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java,Regnant Technologies,"New Delhi, Delhi",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Delhi,2,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,NTT DATA Services,"Bengaluru, Karnataka",cloud,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Karnataka,1,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Orange,India,version,1.0,0.0,0.0,0.0,0.0,na,0,1,0,India,2,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Redian Software,"Noida, Uttar Pradesh",na,1.0,900000.0,900000.0,900000.0,75000.0,na,0,1,0,Uttar Pradesh,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Skiify Solutions,"New Delhi, Delhi",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Delhi,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
python,Velikotech Solutions Pvt Ltd,"Thiruvananthapuram, Kerala",javascript,1.0,480000.0,480000.0,480000.0,40000.0,na,0,1,0,Kerala,1,147,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack,FBIV Infocomm Pvt Ltd (VFAST),"Krishna Nagar, Delhi, Delhi",mongo,1.0,120000.0,360000.0,240000.0,20000.0,na,0,1,0,Delhi,1,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
na,Client of EMPOWER HR,"Bengaluru, Karnataka",na,1.0,800000.0,1800000.0,1300000.0,108333.33333333331,na,0,1,0,Karnataka,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
