Job_position,Company,Location,requirements,posting_frequency,min_sal,max_sal,avg_yearly_sal,monthly_sal,job_title,jr,na,senior,State,job_openings,job_descr_len,redux,net,js,server,css,sql,angular,java,stack,testing,javascript,python,c++,ai,rest,app,react,nodejs,php,ui,database,mvc,ux,unity,html,mobile,mysql,flutter,graphic,apis,cloud,debugging,food,architecture,b2b,healthcare,security,pwas,version,typescript,ios,game,mongo,oops,restful,financial,jquery,iot,bootstrap,freelance,word,aws,git,ruby
na,Arcturus Technologies,"Chennai, Tamil Nadu",app c++,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Tamil Nadu,1,156,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack,Languify,Remote,na,1.0,240000.0,600000.0,420000.0,35000.0,na,0,1,0,Remote,2,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c++ net python,Testamatic Systems Pvt Ltd,"Bengaluru, Karnataka",na,1.0,350000.0,500000.0,425000.0,35416.666666666664,na,0,1,0,Karnataka,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mvc,Blue Aves,"Noida, Uttar Pradesh",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Uttar Pradesh,1,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,HeyoooInc,"Kochi, Kerala",na,1.0,180000.0,300000.0,240000.0,20000.0,jr,1,0,0,Kerala,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,uCertify,"Noida, Uttar Pradesh",na,1.0,308000.0,450000.0,379000.0,31583.33333333333,na,0,1,0,Uttar Pradesh,1,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Radical Technologies,India,na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,India,3,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
net,Nimblestepz Solutions,"Delhi, Delhi",na,1.0,960000.0,1000000.0,980000.0,81666.66666666669,na,0,1,0,Delhi,1,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
net,Great Developers Info Tech Pvt Ltd,"Noida, Uttar Pradesh",na,1.0,270000.0,300000.0,285000.0,23750.0,na,0,1,0,Uttar Pradesh,1,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,InterNext,"Tirunelveli, Tamil Nadu",na,1.0,96000.0,216000.0,156000.0,13000.0,na,0,1,0,Tamil Nadu,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Charis Software,"A. S. Rao Nagar, Hyderabad, Telangana",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Hyderabad,1,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Define Labs,"Greater Noida, Uttar Pradesh",na,1.0,548906.0,1796089.0,1172497.5,97708.125,na,0,1,0,Uttar Pradesh,1,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asp net,Experiom (India) Pvt. Ltd.,"Dwarka, Delhi, Delhi",na,1.0,300000.0,720000.0,510000.0,42500.0,na,0,1,0,Delhi,1,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,DeFi Technologies LLC,"Bengaluru, Karnataka",na,1.0,600000.0,600000.0,600000.0,50000.0,na,0,1,0,Karnataka,1,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,iSearch Solution,"New Delhi, Delhi",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Delhi,1,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Dadhichi Technologies,"Pune, Maharashtra",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Maharashtra,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,WBN Technology Pvt. Ltd,"Jeewan Park, Delhi",database server,1.0,120000.0,300000.0,210000.0,17500.0,na,0,1,0,Delhi,1,131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack,Kanak Infosystems LLP,"Delhi, Delhi",python stack js,3.0,222516.0,600000.0,411258.0,34271.5,na,0,1,0,Delhi,1,143,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c#,IRA Softwares,"Indore, Madhya Pradesh",na,123.0,360000.0,480000.0,420000.0,35000.0,na,0,1,0,Madhya Pradesh,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Kytero Immigration Pvt Ltd,"Pitampura, Delhi",na,40.0,350000.0,600000.0,475000.0,39583.333333333336,na,0,1,0,Delhi,1,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Quess Corp Middle East,"Bengaluru, Karnataka",na,19.0,840000.0,960000.0,900000.0,75000.0,na,0,1,0,Karnataka,1,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Paridhiwebtech,"Delhi, Delhi",php,1.0,120000.0,144000.0,132000.0,11000.0,na,0,1,0,Delhi,1,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nlp ai,Qwerty Thoughts Media Pvt Ltd,"Urban Estate Gurgaon, Haryana",na,1.0,12000.0,12000.0,12000.0,1000.0,jr,1,0,0,Haryana,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Comprinno Technologies,"Bengaluru, Karnataka",java,1.0,180000.0,180000.0,180000.0,15000.0,na,0,1,0,Karnataka,1,155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactjs,Clavax Technologies Pvt Ltd,"Gurgaon, Haryana",na,1.0,300000.0,500000.0,400000.0,33333.333333333336,na,0,1,0,Haryana,1,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
python java,Inspire Global Solutions,"Bengaluru, Karnataka",na,1.0,240000.0,360000.0,300000.0,25000.0,na,0,1,0,Karnataka,2,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,I- Clear Technologies Private Limited,"Delhi, Delhi",na,1.0,240000.0,300000.0,270000.0,22500.0,na,0,1,0,Delhi,1,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Avilogic Inc,"Delhi, Delhi",na,139.0,240000.0,480000.0,360000.0,30000.0,na,0,1,0,Delhi,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Enigma Tech,"Goa, Goa",angular,123.0,304512.0,304512.0,304512.0,25376.0,na,0,1,0,Goa,2,152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
js,The Infowarehouse,Remote,na,123.0,180000.0,480000.0,330000.0,27500.0,na,0,1,0,Remote,1,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Brinqa,"Bengaluru, Karnataka",na,139.0,582729.0,1677867.0,1130298.0,94191.5,senior,0,0,1,Karnataka,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,EXALT ITECH SOLUTION,"Badarpur, Delhi",na,1.0,144000.0,144000.0,144000.0,12000.0,na,0,1,0,Delhi,1,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactjs,Edupillar,"Delhi, Delhi",redux git version react,1.0,181320.0,270912.0,226116.0,18843.0,na,0,1,0,Delhi,1,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stack,Springrole,Remote,mobile,1.0,500000.0,1500000.0,1000000.0,83333.33333333331,na,0,1,0,Remote,1,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Capgemini,"Bengaluru, Karnataka",javascript html,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Karnataka,4,148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
python sql,amdocs,"Pune, Maharashtra",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Maharashtra,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
html,Codeyiizen,"New Delhi, Delhi",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Delhi,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Shiash Info Solutions Private Limited,"Chennai, Tamil Nadu",na,1.0,60000.0,60000.0,60000.0,5000.0,jr,1,0,0,Tamil Nadu,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Helloverify,"Noida, Uttar Pradesh",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Uttar Pradesh,1,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c# c++ net,Dassault Systèmes,"Pune, Maharashtra",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Maharashtra,1,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
php,Consult 2 Architect,"Dwarka, Delhi, Delhi",na,1.0,60000.0,120000.0,90000.0,7500.0,na,0,1,0,Delhi,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Siemens Limited,"Thane, Maharashtra",iot,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Maharashtra,1,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
stack,Add Innovations Private Limited,"Greater Noida, Uttar Pradesh",stack apis,1.0,320124.0,421030.0,370577.0,30881.41666666667,na,0,1,0,Uttar Pradesh,1,144,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Inspirox Digital,"Delhi, Delhi",na,1.0,180000.0,360000.0,270000.0,22500.0,na,0,1,0,Delhi,1,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Dexter Media,"Noida, Uttar Pradesh",na,1.0,180000.0,300000.0,240000.0,20000.0,na,0,1,0,Uttar Pradesh,1,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack,EcoMetric,"Pune, Maharashtra",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Maharashtra,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Orange,India,na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,India,2,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Applied Cloud Computing,"Thane, Maharashtra",cloud financial,1.0,0.0,0.0,0.0,0.0,jr,1,0,0,Maharashtra,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
js,Zerone Microsystems,"Gurgaon, Haryana",database mysql,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Haryana,1,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack,Applicate IT Solutions Pvt. Ltd.,"Gurgaon, Haryana",bootstrap,1.0,300000.0,500000.0,400000.0,33333.333333333336,na,0,1,0,Haryana,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
na,COBOLD DIGITAL,"Gurgaon, Haryana",na,1.0,300000.0,600000.0,450000.0,37500.0,na,0,1,0,Haryana,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asp net,surya marketing MLM software developer,"Delhi, Delhi",sql,1.0,60000.0,120000.0,90000.0,7500.0,na,0,1,0,Delhi,1,136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Analytical Solutions,"Navi Mumbai, Maharashtra",na,1.0,250000.0,500000.0,375000.0,31250.0,na,0,1,0,Maharashtra,1,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,InfoSystem & Solutions,India,na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,India,1,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
net,Cyber Matrix Solutions,"Noida, Uttar Pradesh",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Uttar Pradesh,1,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
php,WPCODEX,"Noida, Uttar Pradesh",php,1.0,300000.0,300000.0,300000.0,25000.0,na,0,1,0,Uttar Pradesh,1,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Brain Star Technologies,"Delhi, Delhi",na,1.0,240000.0,240000.0,240000.0,20000.0,na,0,1,0,Delhi,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Mobiloitte Technologies,"New Delhi, Delhi",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Delhi,2,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,belair travel and cargo,"Dwarka, Delhi, Delhi",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Delhi,1,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Rackspace,"Gurgaon, Haryana",security,1.0,0.0,0.0,0.0,0.0,senior,0,0,1,Haryana,1,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Ampexcel Technologies,"Noida, Uttar Pradesh",php,1.0,144000.0,360000.0,252000.0,21000.0,na,0,1,0,Uttar Pradesh,2,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,NTT,"Noida, Uttar Pradesh",na,1.0,2000000.0,2000000.0,2000000.0,166666.66666666663,na,0,1,0,Uttar Pradesh,1,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactjs,Bohiyaanam talent solution,"Pune, Maharashtra",ui,1.0,600000.0,600000.0,600000.0,50000.0,na,0,1,0,Maharashtra,1,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
testing,Acies Global,Remote,na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Remote,2,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Eze Software Group,"Nanakramguda, Hyderabad, Telangana",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Hyderabad,1,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rest api,BlakTronics Investigation Lab,"Delhi, Delhi",na,1.0,264000.0,264000.0,264000.0,22000.0,na,0,1,0,Delhi,1,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Languify,Remote,na,1.0,240000.0,600000.0,420000.0,35000.0,na,0,1,0,Remote,2,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactjs,Marketerboard,Remote,na,1.0,600000.0,1000000.0,800000.0,66666.66666666669,na,0,1,0,Remote,1,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Loom Solar Private Limited,"Faridabad, Haryana",na,1.0,96000.0,96000.0,96000.0,8000.0,na,0,1,0,Haryana,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Abhidip Swastik private ltd,Remote,na,1.0,360000.0,360000.0,360000.0,30000.0,na,0,1,0,Remote,1,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Takshashila Consulting,"Noida, Uttar Pradesh",na,1.0,200000.0,500000.0,350000.0,29166.66666666667,jr,1,0,0,Uttar Pradesh,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Xuark technologies,"Delhi, Delhi",git sql sql mvc,1.0,400000.0,400000.0,400000.0,33333.333333333336,na,0,1,0,Delhi,1,128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
app,Leafdew India Pvt Ltd,"Jaipur, Rajasthan",na,1.0,120000.0,240000.0,180000.0,15000.0,na,0,1,0,Rajasthan,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
python,Infozium Solutions Pvt. Ltd.,"Surat, Gujarat",na,1.0,180000.0,360000.0,270000.0,22500.0,na,0,1,0,Gujarat,1,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na,Twopir Consulting Pvt Ltd,"Pune, Maharashtra",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Maharashtra,1,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
api,ELEMENTS Global Services,"Delhi, Delhi",na,1.0,0.0,0.0,0.0,0.0,na,0,1,0,Delhi,1,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
javascript,ISOLS Group Pvt. Ltd.,"Gurgaon, Haryana",na,1.0,240000.0,300000.0,270000.0,22500.0,na,0,1,0,Haryana,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
